Record number	ORF	Batch	Collection	Plate	Row	Col	Comment
32292	YIL133C	chr9_2	Hom Dip	53	E	10	
32293	YIL134W	chr9_2	Hom Dip	53	E	11	
32294	YIL135C	chr9_2	Hom Dip	53	E	12	
32296	YIL137C	chr9_2	Hom Dip	53	F	1	
32297	YIL138C	chr9_2	Hom Dip	53	F	2	
32298	YIL139C	chr9_2	Hom Dip	53	F	3	
32299	YIL140W	chr9_2	Hom Dip	53	F	4	
32300	YIL141W	chr9_2	Hom Dip	53	F	5	
32304	YIL145C	chr9_2	Hom Dip	53	F	6	
32305	YIL146C	chr9_2	Hom Dip	53	F	7	
32307	YIL148W	chr9_2	Hom Dip	53	F	8	
32308	YIL149C	chr9_2	Hom Dip	53	F	9	
32311	YIL152W	chr9_2	Hom Dip	53	F	10	
32312	YIL153W	chr9_2	Hom Dip	53	F	11	
32313	YIL154C	chr9_2	Hom Dip	53	F	12	Uncharacterized content
32314	YIL155C	chr9_2	Hom Dip	53	G	1	
32315	YIL156W	chr9_2	Hom Dip	53	G	2	
32316	YIL157C	chr9_2	Hom Dip	53	G	3	
32318	YIL159W	chr9_2	Hom Dip	53	G	4	
32319	YIL160C	chr9_2	Hom Dip	53	G	5	
32320	YIL161W	chr9_2	Hom Dip	53	G	6	
32321	YIL162W	chr9_2	Hom Dip	53	G	7	
32322	YIL163C	chr9_2	Hom Dip	53	G	8	
32323	YIL164C	chr9_2	Hom Dip	53	G	9	
32324	YIL165C	chr9_2	Hom Dip	53	G	10	
32325	YIL166C	chr9_2	Hom Dip	53	G	11	
32326	YIL167W	chr9_2	Hom Dip	53	G	12	
32327	YIL168W	chr9_2	Hom Dip	53	H	1	
32329	YIL170W	chr9_2	Hom Dip	53	H	2	
32332	YIL173W	chr9_2	Hom Dip	53	H	3	
32337	YIR001C	chr9_2	Hom Dip	53	H	4	
32338	YIR002C	chr9_2	Hom Dip	53	H	5	
32339	YIR003W	chr9_2	Hom Dip	53	H	6	
32341	YIR005W	chr9_2	Hom Dip	53	H	7	
32343	YIR007W	chr9_2	Hom Dip	53	H	8	
32345	YIR009W	chr9_2	Hom Dip	53	H	9	
32349	YIR013C	chr9_2	Hom Dip	53	H	10	
32350	YIR014W	chr9_2	Hom Dip	53	H	11	
32352	YIR016W	chr9_2	Hom Dip	53	H	12	
36679	YBR191W	chr00_11	Hom Dip	54	A	1	
36681	YCL035C	chr00_11	Hom Dip	54	A	2	
36691	YDR071C	chr00_11	Hom Dip	54	A	3	
36692	YDR074W	chr00_11	Hom Dip	54	A	4	
36694	YER027C	chr00_11	Hom Dip	54	A	5	
36695	YER037W	chr00_11	Hom Dip	54	A	6	
36696	YGR155W	chr00_11	Hom Dip	54	A	7	
36704	YLR192C	chr00_11	Hom Dip	54	A	8	
36706	YLR237W	chr00_11	Hom Dip	54	A	9	
36707	YLR246W	chr00_11	Hom Dip	54	A	10	
36709	YLR334C	chr00_11	Hom Dip	54	A	11	
36711	YLR346C	chr00_11	Hom Dip	54	A	12	
36712	YLR358C	chr00_11	Hom Dip	54	B	1	
36713	YLR361C	chr00_11	Hom Dip	54	B	2	
36714	YLR370C	chr00_11	Hom Dip	54	B	3	
36715	YLR382C	chr00_11	Hom Dip	54	B	4	Uncharacterized content
36716	YLR394W	chr00_11	Hom Dip	54	B	5	
36717	YLR406C	chr00_11	Hom Dip	54	B	6	
36719	YML022W	chr00_11	Hom Dip	54	B	7	
36721	YML027W	chr00_11	Hom Dip	54	B	8	
36725	YML036W	chr00_11	Hom Dip	54	B	9	Uncharacterized content
36726	YML038C	chr00_11	Hom Dip	54	B	10	
36727	YML041C	chr00_11	Hom Dip	54	B	11	
36728	YML042W	chr00_11	Hom Dip	54	B	12	
36729	YML047C	chr00_11	Hom Dip	54	C	1	
36733	YML075C	chr00_11	Hom Dip	54	C	2	
36734	YML076C	chr00_11	Hom Dip	54	C	3	
36736	YML086C	chr00_11	Hom Dip	54	C	4	
36740	YMR048W	chr00_11	Hom Dip	54	C	5	
36741	YMR135W-A	chr00_11	Hom Dip	54	C	6	
36743	YMR137C	chr00_11	Hom Dip	54	C	7	
36744	YMR138W	chr00_11	Hom Dip	54	C	8	Uncharacterized content
36745	YMR139W	chr00_11	Hom Dip	54	C	9	
36746	YMR160W	chr00_11	Hom Dip	54	C	10	
36748	YMR173W	chr00_11	Hom Dip	54	C	11	
36751	YMR198W	chr00_11	Hom Dip	54	C	12	
36753	YOR298C-A	chr00_11	Hom Dip	54	D	1	
36757	YOR364W	chr00_11	Hom Dip	54	D	2	Uncharacterized content
36760	YPL148C	chr00_11	Hom Dip	54	D	3	
36762	YPL183C	chr00_11	Hom Dip	54	D	4	Uncharacterized content
36763	YPL183W-A	chr00_11	Hom Dip	54	D	5	Uncharacterized content
36764	YPL189W	chr00_11	Hom Dip	54	D	6	
36767	YPL224C	chr00_11	Hom Dip	54	D	7	
36961	YBR189W	chr00_14	Hom Dip	54	D	8	
36962	YCR095C	chr00_14	Hom Dip	54	D	9	
36963	YCR102W-A	chr00_14	Hom Dip	54	D	10	
36964	YDL133C-A	chr00_14	Hom Dip	54	D	11	
36967	YDR058C	chr00_14	Hom Dip	54	D	12	
36969	YDR174W	chr00_14	Hom Dip	54	E	1	
36970	YDR202C	chr00_14	Hom Dip	54	E	2	
36971	YDR205W	chr00_14	Hom Dip	54	E	3	
36972	YDR445C	chr00_14	Hom Dip	54	E	4	
36973	YDR537C	chr00_14	Hom Dip	54	E	5	
36975	YFR039C	chr00_14	Hom Dip	54	E	7	
36976	YGL219C	chr00_14	Hom Dip	54	E	8	
36978	YGR028W	chr00_14	Hom Dip	54	E	9	
36979	YGR032W	chr00_14	Hom Dip	54	E	10	
36980	YGR038W	chr00_14	Hom Dip	54	E	11	
36981	YGR040W	chr00_14	Hom Dip	54	E	12	
36984	YGR050C	chr00_14	Hom Dip	54	F	1	
36985	YGR053C	chr00_14	Hom Dip	54	F	2	
36986	YGR063C	chr00_14	Hom Dip	54	F	3	
36988	YGR086C	chr00_14	Hom Dip	54	F	4	
36989	YGR089W	chr00_14	Hom Dip	54	F	5	
36990	YGR092W	chr00_14	Hom Dip	54	F	6	
36991	YGR093W	chr00_14	Hom Dip	54	F	7	
36992	YGR106C	chr00_14	Hom Dip	54	F	8	
36993	YGR110W	chr00_14	Hom Dip	54	F	9	
36995	YGR117C	chr00_14	Hom Dip	54	F	10	
36996	YGR238C	chr00_14	Hom Dip	54	F	11	
36997	YGR239C	chr00_14	Hom Dip	54	F	12	
36998	YGR248W	chr00_14	Hom Dip	54	G	1	
36999	YGR250C	chr00_14	Hom Dip	54	G	2	
37000	YJL129C	chr00_14	Hom Dip	54	G	3	
37001	YJL132W	chr00_14	Hom Dip	54	G	4	
37002	YJL136C	chr00_14	Hom Dip	54	G	5	
37003	YJL137C	chr00_14	Hom Dip	54	G	6	
37004	YJL139C	chr00_14	Hom Dip	54	G	7	
37005	YJL140W	chr00_14	Hom Dip	54	G	8	
37006	YJL141C	chr00_14	Hom Dip	54	G	9	
37007	YJL151C	chr00_14	Hom Dip	54	G	10	
37009	YJL160C	chr00_14	Hom Dip	54	G	11	
37010	YJL161W	chr00_14	Hom Dip	54	G	12	
37011	YJL163C	chr00_14	Hom Dip	54	H	1	
37012	YJL165C	chr00_14	Hom Dip	54	H	2	
37013	YJL172W	chr00_14	Hom Dip	54	H	3	
37015	YJL175W	chr00_14	Hom Dip	54	H	4	
37016	YJL177W	chr00_14	Hom Dip	54	H	5	
37017	YJL184W	chr00_14	Hom Dip	54	H	6	Uncharacterized content
37018	YJL189W	chr00_14	Hom Dip	54	H	7	Uncharacterized content
37019	YJL191W	chr00_14	Hom Dip	54	H	8	
37021	YJL196C	chr00_14	Hom Dip	54	H	9	
37022	YJL200C	chr00_14	Hom Dip	54	H	10	
37024	YJL206C	chr00_14	Hom Dip	54	H	11	
37025	YJL213W	chr00_14	Hom Dip	54	H	12	
37026	YKL096W-A	chr00_14	Hom Dip	55	A	1	
37027	YKL115C	chr00_14	Hom Dip	55	A	2	
37028	YKL139W	chr00_14	Hom Dip	55	A	3	Uncharacterized content
37034	YKL201C	chr00_14	Hom Dip	55	A	4	
37035	YKL202W	chr00_14	Hom Dip	55	A	5	
37036	YKL204W	chr00_14	Hom Dip	55	A	6	
37038	YKL215C	chr00_14	Hom Dip	55	A	7	
37039	YKL220C	chr00_14	Hom Dip	55	A	8	
37041	YKR010C	chr00_14	Hom Dip	55	A	9	
37042	YKR019C	chr00_14	Hom Dip	55	A	10	
37043	YKR023W	chr00_14	Hom Dip	55	A	11	
37044	YKR027W	chr00_14	Hom Dip	55	A	12	
37045	YKR028W	chr00_14	Hom Dip	55	B	1	
37046	YKR029C	chr00_14	Hom Dip	55	B	2	
37047	YKR034W	chr00_14	Hom Dip	55	B	3	
37048	YKR036C	chr00_14	Hom Dip	55	B	4	
37050	YKR039W	chr00_14	Hom Dip	55	B	5	
37051	YKR040C	chr00_14	Hom Dip	55	B	6	
37052	YKR041W	chr00_14	Hom Dip	55	B	7	
37053	YKR046C	chr00_14	Hom Dip	55	B	8	
37054	YKR053C	chr00_14	Hom Dip	55	B	9	
37055	YML035C	chr00_14	Hom Dip	55	B	10	
37153	YAR002C-A	chr00_16a	Hom Dip	55	B	11	
37155	YBR083W	chr00_16a	Hom Dip	55	B	12	
37156	YBR084C-A	chr00_16a	Hom Dip	55	C	1	
37159	YBR090C	chr00_16a	Hom Dip	55	C	2	
37160	YBR100W	chr00_16a	Hom Dip	55	C	3	
37161	YBR112C	chr00_16a	Hom Dip	55	C	4	Uncharacterized content
37163	YBR125C	chr00_16a	Hom Dip	55	C	5	
37164	YBR131W	chr00_16a	Hom Dip	55	C	6	
37165	YBR150C	chr00_16a	Hom Dip	55	C	7	
37166	YBR168W	chr00_16a	Hom Dip	55	C	8	
37167	YBR169C	chr00_16a	Hom Dip	55	C	9	
37168	YBR270C	chr00_16a	Hom Dip	55	C	10	
37169	YBR272C	chr00_16a	Hom Dip	55	C	11	
37170	YBR275C	chr00_16a	Hom Dip	55	C	12	
37171	YBR276C	chr00_16a	Hom Dip	55	D	1	
37172	YBR280C	chr00_16a	Hom Dip	55	D	2	
37173	YBR287W	chr00_16a	Hom Dip	55	D	3	
37174	YBR288C	chr00_16a	Hom Dip	55	D	4	
37175	YBR289W	chr00_16a	Hom Dip	55	D	5	Uncharacterized content
37176	YBR294W	chr00_16a	Hom Dip	55	D	6	
37177	YBR301W	chr00_16a	Hom Dip	55	D	7	
37178	YCL026C-A	chr00_16a	Hom Dip	55	D	8	
37179	YCR028C-A	chr00_16a	Hom Dip	55	D	9	Uncharacterized content
37180	YCR030C	chr00_16a	Hom Dip	55	D	10	
37181	YCR032W	chr00_16a	Hom Dip	55	D	11	
37182	YCR033W	chr00_16a	Hom Dip	55	D	12	
37183	YCR046C	chr00_16a	Hom Dip	55	E	1	Uncharacterized content
37184	YCR047C	chr00_16a	Hom Dip	55	E	2	Uncharacterized content
37185	YCR048W	chr00_16a	Hom Dip	55	E	3	
37186	YCR053W	chr00_16a	Hom Dip	55	E	4	
37189	YCR060W	chr00_16a	Hom Dip	55	E	5	
37190	YCR062W	chr00_16a	Hom Dip	55	E	6	
37192	YCR067C	chr00_16a	Hom Dip	55	E	8	
37193	YCR069W	chr00_16a	Hom Dip	55	E	9	
37195	YCR073C	chr00_16a	Hom Dip	55	E	10	
37196	YCR075C	chr00_16a	Hom Dip	55	E	11	
37197	YCR083W	chr00_16a	Hom Dip	55	E	12	
37198	YCR084C	chr00_16a	Hom Dip	55	F	1	Uncharacterized content
37199	YCR088W	chr00_16a	Hom Dip	55	F	2	
37200	YCR089W	chr00_16a	Hom Dip	55	F	3	
37201	YDL194W	chr00_16b	Hom Dip	56	A	1	
37202	YDR007W	chr00_16b	Hom Dip	56	A	2	
37204	YDR048C	chr00_16b	Hom Dip	56	A	3	
37206	YFR011C	chr00_16b	Hom Dip	56	A	4	
37207	YFR013W	chr00_16b	Hom Dip	56	A	5	
37209	YNL051W	chr00_16b	Hom Dip	56	A	6	
37210	YNL052W	chr00_16b	Hom Dip	56	A	7	Uncharacterized content
37211	YNL056W	chr00_16b	Hom Dip	56	A	8	
37213	YNL065W	chr00_16b	Hom Dip	56	A	9	
37214	YNL066W	chr00_16b	Hom Dip	56	A	10	
37215	YNL067W	chr00_16b	Hom Dip	56	A	11	
37216	YNL068C	chr00_16b	Hom Dip	56	A	12	
37217	YNL070W	chr00_16b	Hom Dip	56	B	1	
37218	YNL071W	chr00_16b	Hom Dip	56	B	2	
37219	YNL072W	chr00_16b	Hom Dip	56	B	3	
37220	YNL073W	chr00_16b	Hom Dip	56	B	4	Uncharacterized content
37221	YNL074C	chr00_16b	Hom Dip	56	B	5	
37222	YNL076W	chr00_16b	Hom Dip	56	B	6	
37223	YNL078W	chr00_16b	Hom Dip	56	B	7	
37224	YNL079C	chr00_16b	Hom Dip	56	B	8	
37225	YNL080C	chr00_16b	Hom Dip	56	B	9	
37226	YNL082W	chr00_16b	Hom Dip	56	B	10	
37227	YNL083W	chr00_16b	Hom Dip	56	B	11	
37228	YNL085W	chr00_16b	Hom Dip	56	B	12	
37229	YNL087W	chr00_16b	Hom Dip	56	C	1	
37230	YNL090W	chr00_16b	Hom Dip	56	C	2	
37231	YNL091W	chr00_16b	Hom Dip	56	C	3	
37232	YNL093W	chr00_16b	Hom Dip	56	C	4	
37233	YNL095C	chr00_16b	Hom Dip	56	C	5	
37234	YNL097C	chr00_16b	Hom Dip	56	C	6	
37235	YNL099C	chr00_16b	Hom Dip	56	C	7	
37236	YNL100W	chr00_16b	Hom Dip	56	C	8	
37237	YNL104C	chr00_16b	Hom Dip	56	C	9	
37238	YNL105W	chr00_16b	Hom Dip	56	C	10	
37239	YNL106C	chr00_16b	Hom Dip	56	C	11	
37240	YNL107W	chr00_16b	Hom Dip	56	C	12	
37241	YNL115C	chr00_16b	Hom Dip	56	D	1	
37242	YNL119W	chr00_16b	Hom Dip	56	D	2	
37243	YNL120C	chr00_16b	Hom Dip	56	D	3	
37244	YNL121C	chr00_16b	Hom Dip	56	D	4	
37245	YNL125C	chr00_16b	Hom Dip	56	D	5	
37247	YNL130C	chr00_16b	Hom Dip	56	D	6	
37297	YGR295C	chr00_17b	Hom Dip	56	E	1	
37298	YHR132W-A	chr00_17b	Hom Dip	56	E	2	
37299	YIL030C	chr00_17b	Hom Dip	56	E	3	
37301	YIL058W	chr00_17b	Hom Dip	56	E	4	
37302	YIL092W	chr00_17b	Hom Dip	56	E	5	
37303	YIR023W	chr00_17b	Hom Dip	56	E	6	
37304	YIR030C	chr00_17b	Hom Dip	56	E	7	
37305	YIR032C	chr00_17b	Hom Dip	56	E	8	Uncharacterized content
37306	YIR043C	chr00_17b	Hom Dip	56	E	9	
37307	YIR044C	chr00_17b	Hom Dip	56	E	10	
37308	YJR003C	chr00_17b	Hom Dip	56	E	11	
37310	YJR055W	chr00_17b	Hom Dip	56	E	12	Uncharacterized content
37311	YKL053C-A	chr00_17b	Hom Dip	56	F	1	Uncharacterized content
37312	YKR106W	chr00_17b	Hom Dip	56	F	2	
37314	YMR191W	chr00_17b	Hom Dip	56	F	3	Uncharacterized content
37315	YMR322C	chr00_17b	Hom Dip	56	F	4	
37316	YNL138W	chr00_17b	Hom Dip	56	F	5	
37317	YNL140C	chr00_17b	Hom Dip	56	F	6	Uncharacterized content
37318	YNL142W	chr00_17b	Hom Dip	56	F	7	
37319	YNL315C	chr00_17b	Hom Dip	56	F	8	
37320	YOL151W	chr00_17b	Hom Dip	56	F	9	Uncharacterized content
37321	YOL152W	chr00_17b	Hom Dip	56	F	10	
37322	YOL155C	chr00_17b	Hom Dip	56	F	11	
37323	YOR265W	chr00_17b	Hom Dip	56	F	12	
37324	YOR266W	chr00_17b	Hom Dip	56	G	1	
37325	YOR267C	chr00_17b	Hom Dip	56	G	2	
37326	YOR268C	chr00_17b	Hom Dip	56	G	3	
37327	YOR269W	chr00_17b	Hom Dip	56	G	4	
37328	YOR270C	chr00_17b	Hom Dip	56	G	5	
37329	YOR271C	chr00_17b	Hom Dip	56	G	6	
37331	YOR273C	chr00_17b	Hom Dip	56	G	7	
37332	YOR274W	chr00_17b	Hom Dip	56	G	8	
37333	YOR275C	chr00_17b	Hom Dip	56	G	9	
37334	YOR276W	chr00_17b	Hom Dip	56	G	10	
37335	YOR298C-A	chr00_17b	Hom Dip	56	G	11	
37336	YOR302W	chr00_17b	Hom Dip	56	G	12	
37337	YOR303W	chr00_17b	Hom Dip	56	H	1	
37338	YPL004C	chr00_17b	Hom Dip	56	H	2	
37339	YPL017C	chr00_17b	Hom Dip	56	H	3	
37340	YPL027W	chr00_17b	Hom Dip	56	H	4	
37341	YPL034W	chr00_17b	Hom Dip	56	H	5	
37342	YPL036W	chr00_17b	Hom Dip	56	H	6	
37343	YPL078C	chr00_17b	Hom Dip	56	H	7	
37344	YPL137C	chr00_17b	Hom Dip	56	H	8	Uncharacterized content
37069	YFL013W-A	chr00_15	Hom Dip	57	A	1	
37070	YFL014W	chr00_15	Hom Dip	57	A	2	
37072	YFL019C	chr00_15	Hom Dip	57	A	3	
37076	YFL042C	chr00_15	Hom Dip	57	A	4	
37080	YFR019W	chr00_15	Hom Dip	57	A	5	Uncharacterized content
37081	YFR024C	chr00_15	Hom Dip	57	A	6	
37082	YFR025C	chr00_15	Hom Dip	57	A	7	
37085	YFR030W	chr00_15	Hom Dip	57	A	8	
37089	YHR146W	chr00_15	Hom Dip	57	A	9	
37090	YHR171W	chr00_15	Hom Dip	57	A	10	
37092	YJL042W	chr00_15	Hom Dip	57	A	11	Uncharacterized content
37093	YJL070C	chr00_15	Hom Dip	57	A	12	
37094	YJL078C	chr00_15	Hom Dip	57	B	1	
37095	YJL094C	chr00_15	Hom Dip	57	B	2	
37097	YJL101C	chr00_15	Hom Dip	57	B	3	
37099	YJL105W	chr00_15	Hom Dip	57	B	4	
37101	YJL128C	chr00_15	Hom Dip	57	B	5	
37102	YKR085C	chr00_15	Hom Dip	57	B	6	Uncharacterized content
37103	YKR094C	chr00_15	Hom Dip	57	B	7	
37104	YKR095W	chr00_15	Hom Dip	57	B	8	
37105	YKR096W	chr00_15	Hom Dip	57	B	9	
37106	YKR102W	chr00_15	Hom Dip	57	B	10	
37107	YLR110C	chr00_15	Hom Dip	57	B	11	
37108	YLR390W-A	chr00_15	Hom Dip	57	B	12	
37109	YLR439W	chr00_15	Hom Dip	57	C	1	
37111	YLR455W	chr00_15	Hom Dip	57	C	2	
37113	YML066C	chr00_15	Hom Dip	57	C	3	
37116	YML115C	chr00_15	Hom Dip	57	C	4	
37117	YMR037C	chr00_15	Hom Dip	57	C	5	
37119	YMR104C	chr00_15	Hom Dip	57	C	6	
37122	YMR119W	chr00_15	Hom Dip	57	C	7	
37123	YNR052C	chr00_15	Hom Dip	57	C	8	
37124	YNR055C	chr00_15	Hom Dip	57	C	9	
37125	YNR069C	chr00_15	Hom Dip	57	C	10	
37126	YOL125W	chr00_15	Hom Dip	57	C	11	
37129	YOL147C	chr00_15	Hom Dip	57	C	12	
37135	YPL268W	chr00_15	Hom Dip	57	D	1	Uncharacterized content
37136	YPR007C	chr00_15	Hom Dip	57	D	2	
37137	YPR008W	chr00_15	Hom Dip	57	D	3	
37140	YPR013C	chr00_15	Hom Dip	57	D	4	
37142	YPR022C	chr00_15	Hom Dip	57	D	5	
37143	YPR023C	chr00_15	Hom Dip	57	D	6	
37144	YPR024W	chr00_15	Hom Dip	57	D	7	
37145	YPR026W	chr00_15	Hom Dip	57	D	8	
37146	YPR031W	chr00_15	Hom Dip	57	D	9	
37147	YPR037C	chr00_15	Hom Dip	57	D	10	
37148	YPR043W	chr00_15	Hom Dip	57	D	11	
37149	YPR050C	chr00_15	Hom Dip	57	D	12	
37150	YPR064W	chr00_15	Hom Dip	57	E	1	
37151	YPR067W	chr00_15	Hom Dip	57	E	2	Uncharacterized content
37152	YPR078C	chr00_15	Hom Dip	57	E	3	
36099	YER101C	chr00_5	Hom Dip	58	A	1	
36101	YER103W	chr00_5	Hom Dip	58	A	2	
36104	YER106W	chr00_5	Hom Dip	58	A	3	
36106	YER108C	chr00_5	Hom Dip	58	A	4	
36107	YER109C	chr00_5	Hom Dip	58	A	5	
36108	YER110C	chr00_5	Hom Dip	58	A	6	
36109	YER111C	chr00_5	Hom Dip	58	A	7	
36111	YER113C	chr00_5	Hom Dip	58	A	8	
36112	YER114C	chr00_5	Hom Dip	58	A	9	
36113	YER115C	chr00_5	Hom Dip	58	A	10	
36114	YER116C	chr00_5	Hom Dip	58	A	11	Uncharacterized content
36115	YER117W	chr00_5	Hom Dip	58	A	12	
36116	YER118C	chr00_5	Hom Dip	58	B	1	
36117	YER119C	chr00_5	Hom Dip	58	B	2	
36118	YER119C-A	chr00_5	Hom Dip	58	B	3	
36119	YER120W	chr00_5	Hom Dip	58	B	4	
36120	YER121W	chr00_5	Hom Dip	58	B	5	
36121	YER122C	chr00_5	Hom Dip	58	B	6	Uncharacterized content
36122	YER123W	chr00_5	Hom Dip	58	B	7	
36123	YER124C	chr00_5	Hom Dip	58	B	8	
36127	YER128W	chr00_5	Hom Dip	58	B	9	
36128	YER129W	chr00_5	Hom Dip	58	B	10	
36129	YER130C	chr00_5	Hom Dip	58	B	11	
36130	YER131W	chr00_5	Hom Dip	58	B	12	
36131	YER132C	chr00_5	Hom Dip	58	C	1	
36133	YER134C	chr00_5	Hom Dip	58	C	2	
36134	YER135C	chr00_5	Hom Dip	58	C	3	
36136	YER137C	chr00_5	Hom Dip	58	C	4	
36137	YER139C	chr00_5	Hom Dip	58	C	5	
36138	YER140W	chr00_5	Hom Dip	58	C	6	
36139	YER141W	chr00_5	Hom Dip	58	C	7	Uncharacterized content
36140	YER142C	chr00_5	Hom Dip	58	C	8	
36141	YER143W	chr00_5	Hom Dip	58	C	9	
36142	YER145C	chr00_5	Hom Dip	58	C	10	
36146	YER149C	chr00_5	Hom Dip	58	C	11	
36147	YER150W	chr00_5	Hom Dip	58	C	12	
36148	YER151C	chr00_5	Hom Dip	58	D	1	
36149	YER152C	chr00_5	Hom Dip	58	D	2	
36150	YER153C	chr00_5	Hom Dip	58	D	3	
36151	YER154W	chr00_5	Hom Dip	58	D	4	Uncharacterized content
36152	YER155C	chr00_5	Hom Dip	58	D	5	
36153	YER156C	chr00_5	Hom Dip	58	D	6	
36155	YER158C	chr00_5	Hom Dip	58	D	7	
36157	YER161C	chr00_5	Hom Dip	58	D	8	
36158	YER162C	chr00_5	Hom Dip	58	D	9	
36159	YER163C	chr00_5	Hom Dip	58	D	10	
36160	YER164W	chr00_5	Hom Dip	58	D	11	
36162	YER166W	chr00_5	Hom Dip	58	D	12	
36163	YER167W	chr00_5	Hom Dip	58	E	1	
36165	YER169W	chr00_5	Hom Dip	58	E	2	
36166	YER170W	chr00_5	Hom Dip	58	E	3	
36169	YER173W	chr00_5	Hom Dip	58	E	4	
36170	YER174C	chr00_5	Hom Dip	58	E	5	
36171	YER175C	chr00_5	Hom Dip	58	E	6	
36172	YER176W	chr00_5	Hom Dip	58	E	7	
36173	YER177W	chr00_5	Hom Dip	58	E	8	
36174	YER178W	chr00_5	Hom Dip	58	E	9	
36175	YER179W	chr00_5	Hom Dip	58	E	10	
36176	YER180C	chr00_5	Hom Dip	58	E	11	
36177	YER181C	chr00_5	Hom Dip	58	E	12	
36178	YER182W	chr00_5	Hom Dip	58	F	1	
36179	YER183C	chr00_5	Hom Dip	58	F	2	
36180	YER184C	chr00_5	Hom Dip	58	F	3	Uncharacterized content
36181	YER185W	chr00_5	Hom Dip	58	F	4	
36182	YER186C	chr00_5	Hom Dip	58	F	5	
36183	YER187W	chr00_5	Hom Dip	58	F	6	
36185	YMR052C-A	chr00_5	Hom Dip	58	F	7	
36186	YMR052W	chr00_5	Hom Dip	58	F	8	
36187	YMR053C	chr00_5	Hom Dip	58	F	9	
36188	YMR054W	chr00_5	Hom Dip	58	F	11	
36189	YMR055C	chr00_5	Hom Dip	58	F	12	
36190	YMR056C	chr00_5	Hom Dip	58	G	1	
36191	YMR057C	chr00_5	Hom Dip	58	G	2	
36192	YMR058W	chr00_5	Hom Dip	58	G	3	
34468	YGL101W	chr7_2	Hom Dip	58	G	5	
34471	YGL104C	chr7_2	Hom Dip	58	G	6	
34472	YGL105W	chr7_2	Hom Dip	58	G	7	
34474	YGL107C	chr7_2	Hom Dip	58	G	8	Uncharacterized content
34475	YGL108C	chr7_2	Hom Dip	58	G	9	
	YGL109W	chr7_2	Hom Dip	58	G	10	
34477	YGL110C	chr7_2	Hom Dip	58	G	11	
34481	YGL114W	chr7_2	Hom Dip	58	G	12	
34482	YGL115W	chr7_2	Hom Dip	58	H	1	
34484	YGL117W	chr7_2	Hom Dip	58	H	2	
34485	YGL118C	chr7_2	Hom Dip	58	H	3	
34488	YGL121C	chr7_2	Hom Dip	58	H	4	
34491	YGL124C	chr7_2	Hom Dip	58	H	5	
34492	YGL125W	chr7_2	Hom Dip	58	H	6	
34493	YGL126W	chr7_2	Hom Dip	58	H	7	
34494	YGL127C	chr7_2	Hom Dip	58	H	8	
34496	YGL129C	chr7_2	Hom Dip	58	H	9	Uncharacterized content
34498	YGL131C	chr7_2	Hom Dip	58	H	10	
34499	YGL132W	chr7_2	Hom Dip	58	H	11	
34500	YGL133W	chr7_2	Hom Dip	58	H	12	
34502	YGL135W	chr7_2	Hom Dip	59	A	1	Uncharacterized content
34503	YGL136C	chr7_2	Hom Dip	59	A	2	
34505	YGL138C	chr7_2	Hom Dip	59	A	3	
34506	YGL139W	chr7_2	Hom Dip	59	A	4	
34507	YGL140C	chr7_2	Hom Dip	59	A	5	
34508	YGL141W	chr7_2	Hom Dip	59	A	6	
34510	YGL143C	chr7_2	Hom Dip	59	A	7	Uncharacterized content
34511	YGL144C	chr7_2	Hom Dip	59	A	8	
34513	YGL146C	chr7_2	Hom Dip	59	A	9	
34514	YGL147C	chr7_2	Hom Dip	59	A	10	
34515	YGL148W	chr7_2	Hom Dip	59	A	11	
34516	YGL149W	chr7_2	Hom Dip	59	A	12	
34518	YGL151W	chr7_2	Hom Dip	59	B	1	
34519	YGL152C	chr7_2	Hom Dip	59	B	2	
34520	YGL153W	chr7_2	Hom Dip	59	B	3	
34521	YGL154C	chr7_2	Hom Dip	59	B	4	
34523	YGL156W	chr7_2	Hom Dip	59	B	5	
34524	YGL157W	chr7_2	Hom Dip	59	B	6	
34525	YGL158W	chr7_2	Hom Dip	59	B	7	
34526	YGL159W	chr7_2	Hom Dip	59	B	8	
34527	YGL160W	chr7_2	Hom Dip	59	B	9	
34528	YGL161C	chr7_2	Hom Dip	59	B	10	
34529	YGL162W	chr7_2	Hom Dip	59	B	11	
34530	YGL163C	chr7_2	Hom Dip	59	B	12	
34531	YGL164C	chr7_2	Hom Dip	59	C	1	
34532	YGL165C	chr7_2	Hom Dip	59	C	2	
34533	YGL166W	chr7_2	Hom Dip	59	C	3	
34534	YGL167C	chr7_2	Hom Dip	59	C	4	Uncharacterized content
34535	YGL168W	chr7_2	Hom Dip	59	C	5	
34537	YGL170C	chr7_2	Hom Dip	59	C	6	
34542	YGL175C	chr7_2	Hom Dip	59	C	7	
34543	YGL176C	chr7_2	Hom Dip	59	C	8	
34544	YGL177W	chr7_2	Hom Dip	59	C	9	
34546	YGL179C	chr7_2	Hom Dip	59	C	10	
34547	YGL180W	chr7_2	Hom Dip	59	C	11	
34548	YGL181W	chr7_2	Hom Dip	59	C	12	
33131	YBL103C		Hom Dip	59	D	1	
	YNL167C		Hom Dip	59	D	2	Uncharacterized content
	YNR010W		Hom Dip	59	D	3	Uncharacterized content
	YBL025W		Hom Dip	59	D	4	Uncharacterized content
33218	YBR081C		Hom Dip	59	D	5	
